model,split,held_out,n_train,n_test,accuracy,balanced_accuracy,macro_f1,left_recall,right_recall,true_left,left_as_right,right_as_left,true_right
pca_16,expanded-development,S024,2730,29,0.6206896551724138,0.6214285714285714,0.6206896551724138,0.6428571428571429,0.6,9,5,6,9
pca_16,expanded-development,S026,2730,45,0.7333333333333333,0.7321428571428572,0.7321428571428572,0.75,0.7142857142857143,18,6,6,15
pca_16,expanded-development,S031,2730,45,0.7555555555555555,0.7588932806324111,0.751131221719457,0.9090909090909091,0.6086956521739131,20,2,9,14
pca_16,expanded-development,S038,2730,45,0.5111111111111111,0.5029644268774703,0.42972350230414746,0.8695652173913043,0.13636363636363635,20,3,19,3
pca_16,expanded-development,S039,2730,42,0.42857142857142855,0.41418764302059496,0.4070588235294118,0.5652173913043478,0.2631578947368421,13,10,14,5
pca_16,expanded-development,S050,2730,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
pca_16,expanded-development,S052,2730,45,0.5111111111111111,0.4791666666666667,0.3382352941176471,0.9583333333333334,0.0,23,1,21,0
pca_16,expanded-development,S055,2730,45,0.7111111111111111,0.7124505928853755,0.7105393369619001,0.6521739130434783,0.7727272727272727,15,8,5,17
pca_16,expanded-development,S060,2730,42,0.7142857142857143,0.7272727272727273,0.6971153846153846,1.0,0.45454545454545453,20,0,12,10
pca_16,expanded-development,S063,2730,45,0.5555555555555556,0.5632411067193676,0.5,0.9090909090909091,0.21739130434782608,20,2,18,5
pca_16,expanded-development,S076,2730,42,0.5,0.5,0.3713471133285816,0.047619047619047616,0.9523809523809523,1,20,1,20
pca_16,expanded-development,S080,2730,45,0.6444444444444445,0.6383399209486166,0.6120689655172413,0.9130434782608695,0.36363636363636365,21,2,14,8
pca_32,expanded-development,S003,2730,45,0.3333333333333333,0.3320158102766798,0.33035714285714285,0.391304347826087,0.2727272727272727,9,14,16,6
pca_32,expanded-development,S008,2730,45,0.6444444444444445,0.6472332015810276,0.64,0.7727272727272727,0.5217391304347826,17,5,11,12
pca_32,expanded-development,S015,2730,45,0.6666666666666666,0.6699604743083004,0.660633484162896,0.5217391304347826,0.8181818181818182,12,11,4,18
pca_32,expanded-development,S017,2730,37,0.4864864864864865,0.48976608187134507,0.48041389504804144,0.6111111111111112,0.3684210526315789,11,7,12,7
pca_32,expanded-development,S024,2730,29,0.6551724137931034,0.6523809523809523,0.6514423076923077,0.5714285714285714,0.7333333333333333,8,6,4,11
pca_32,expanded-development,S026,2730,45,0.6222222222222222,0.6220238095238095,0.6214745175655616,0.625,0.6190476190476191,15,9,8,13
pca_32,expanded-development,S031,2730,45,0.8,0.8023715415019763,0.7984071677451469,0.9090909090909091,0.6956521739130435,20,2,7,16
pca_32,expanded-development,S038,2730,45,0.4888888888888889,0.48221343873517786,0.434117003827228,0.782608695652174,0.18181818181818182,18,5,18,4
pca_32,expanded-development,S039,2730,42,0.5476190476190477,0.5594965675057209,0.5452991452991452,0.43478260869565216,0.6842105263157895,10,13,6,13
pca_32,expanded-development,S050,2730,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
pca_32,expanded-development,S052,2730,45,0.5111111111111111,0.4821428571428571,0.375,0.9166666666666666,0.047619047619047616,22,2,20,1
pca_32,expanded-development,S055,2730,45,0.8,0.7984189723320159,0.7984071677451469,0.8695652173913043,0.7272727272727273,20,3,6,16
pca_32,expanded-development,S060,2730,42,0.7857142857142857,0.7931818181818182,0.7826336975273145,0.95,0.6363636363636364,19,1,8,14
pca_32,expanded-development,S063,2730,45,0.6,0.6057312252964426,0.5745798319327731,0.8636363636363636,0.34782608695652173,19,3,15,8
pca_32,expanded-development,S076,2730,42,0.5,0.5,0.4269005847953216,0.14285714285714285,0.8571428571428571,3,18,3,18
pca_32,expanded-development,S080,2730,45,0.6222222222222222,0.6156126482213439,0.5817386550027337,0.9130434782608695,0.3181818181818182,21,2,15,7
pca_64,expanded-development,S003,2730,45,0.28888888888888886,0.2865612648221344,0.28,0.391304347826087,0.18181818181818182,9,14,18,4
pca_64,expanded-development,S008,2730,45,0.6444444444444445,0.6472332015810276,0.64,0.7727272727272727,0.5217391304347826,17,5,11,12
pca_64,expanded-development,S015,2730,45,0.6666666666666666,0.6729249011857708,0.6411483253588517,0.391304347826087,0.9545454545454546,9,14,1,21
pca_64,expanded-development,S017,2730,37,0.4864864864864865,0.4956140350877193,0.42612244897959184,0.8333333333333334,0.15789473684210525,15,3,16,3
pca_64,expanded-development,S024,2730,29,0.6551724137931034,0.6476190476190476,0.6338383838383839,0.42857142857142855,0.8666666666666667,6,8,2,13
pca_64,expanded-development,S026,2730,45,0.6222222222222222,0.6190476190476191,0.6192135390741662,0.6666666666666666,0.5714285714285714,16,8,9,12
pca_64,expanded-development,S031,2730,45,0.8,0.7994071146245059,0.7996041563582384,0.7727272727272727,0.8260869565217391,17,5,4,19
pca_64,expanded-development,S038,2730,45,0.5111111111111111,0.5069169960474308,0.4907407407407407,0.6956521739130435,0.3181818181818182,16,7,15,7
pca_64,expanded-development,S039,2730,42,0.47619047619047616,0.49885583524027455,0.4564705882352942,0.2608695652173913,0.7368421052631579,6,17,5,14
pca_64,expanded-development,S050,2730,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
pca_64,expanded-development,S052,2730,45,0.5111111111111111,0.49107142857142855,0.44999999999999996,0.7916666666666666,0.19047619047619047,19,5,17,4
pca_64,expanded-development,S055,2730,45,0.7777777777777778,0.7737154150197629,0.7685185185185185,0.9565217391304348,0.5909090909090909,22,1,9,13
pca_64,expanded-development,S060,2730,42,0.7380952380952381,0.7318181818181818,0.7306122448979592,0.6,0.8636363636363636,12,8,3,19
pca_64,expanded-development,S063,2730,45,0.6,0.6086956521739131,0.533410138248848,1.0,0.21739130434782608,22,0,18,5
