model,split,held_out,n_train,n_test,accuracy,balanced_accuracy,macro_f1,left_recall,right_recall,true_left,left_as_right,right_as_left,true_right
csp_logreg,heldout-subjects,S014,444,45,0.4222222222222222,0.4308300395256917,0.326036866359447,0.8181818181818182,0.043478260869565216,18,4,22,1
csp_logreg,heldout-subjects,S015,444,45,0.6444444444444445,0.6442687747035574,0.6442687747035574,0.6521739130434783,0.6363636363636364,15,8,8,14
csp_logreg,heldout-subjects,S016,444,45,0.5333333333333333,0.5227272727272727,0.3867618429591174,0.045454545454545456,1.0,1,21,0,23
csp_logreg,heldout-subjects,S017,444,37,0.4864864864864865,0.5,0.32727272727272727,1.0,0.0,18,0,19,0
csp_logreg,heldout-subjects,S018,444,45,0.5111111111111111,0.5,0.3382352941176471,0.0,1.0,0,22,0,23
csp_logreg,heldout-subjects,S019,444,39,0.46153846153846156,0.5,0.3157894736842105,0.0,1.0,0,21,0,18
csp_logreg,heldout-subjects,S020,444,45,0.5333333333333333,0.5424901185770751,0.4444444444444444,0.13043478260869565,0.9545454545454546,3,20,1,21
csp_logreg,heldout-subjects,S021,444,25,0.44,0.4519230769230769,0.3923611111111111,0.15384615384615385,0.75,2,11,3,9
csp_logreg,heldout-subjects,S022,444,43,0.4883720930232558,0.5,0.328125,1.0,0.0,21,0,22,0
csp_logreg,heldout-subjects,S023,444,43,0.4883720930232558,0.5217391304347826,0.364247311827957,1.0,0.043478260869565216,20,0,22,1
csp_logreg,heldout-subjects,S024,444,29,0.5172413793103449,0.5047619047619047,0.4361111111111111,0.14285714285714285,0.8666666666666667,2,12,2,13
csp_logreg,heldout-subjects,S025,444,45,0.5777777777777777,0.5849802371541502,0.5325314379442319,0.9090909090909091,0.2608695652173913,20,2,17,6
csp_logreg,heldout-subjects,S026,444,45,0.5777777777777777,0.5714285714285714,0.5701357466063348,0.6666666666666666,0.47619047619047616,16,8,11,10
csp_logreg,heldout-subjects,S027,444,45,0.5111111111111111,0.5069169960474308,0.4907407407407407,0.6956521739130435,0.3181818181818182,16,7,15,7
csp_logreg,heldout-subjects,S028,444,45,0.5333333333333333,0.5375494071146245,0.5181030086690463,0.7272727272727273,0.34782608695652173,16,6,15,8
csp_logreg,heldout-subjects,S029,444,45,0.6888888888888889,0.6956521739130435,0.6605603448275862,0.391304347826087,1.0,9,14,0,22
csp_logreg,heldout-subjects,S030,444,45,0.4888888888888889,0.5148809523809523,0.41492368569813454,0.125,0.9047619047619048,3,21,2,19
majority_baseline,heldout-subjects,S011,444,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
majority_baseline,heldout-subjects,S012,444,45,0.4666666666666667,0.5,0.3181818181818182,1.0,0.0,21,0,24,0
majority_baseline,heldout-subjects,S013,444,20,0.5,0.5,0.3333333333333333,1.0,0.0,10,0,10,0
majority_baseline,heldout-subjects,S014,444,45,0.4888888888888889,0.5,0.3283582089552239,1.0,0.0,22,0,23,0
majority_baseline,heldout-subjects,S015,444,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
majority_baseline,heldout-subjects,S016,444,45,0.4888888888888889,0.5,0.3283582089552239,1.0,0.0,22,0,23,0
majority_baseline,heldout-subjects,S017,444,37,0.4864864864864865,0.5,0.32727272727272727,1.0,0.0,18,0,19,0
majority_baseline,heldout-subjects,S018,444,45,0.4888888888888889,0.5,0.3283582089552239,1.0,0.0,22,0,23,0
majority_baseline,heldout-subjects,S019,444,39,0.5384615384615384,0.5,0.35,1.0,0.0,21,0,18,0
majority_baseline,heldout-subjects,S020,444,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
majority_baseline,heldout-subjects,S021,444,25,0.52,0.5,0.34210526315789475,1.0,0.0,13,0,12,0
majority_baseline,heldout-subjects,S022,444,43,0.4883720930232558,0.5,0.328125,1.0,0.0,21,0,22,0
majority_baseline,heldout-subjects,S023,444,43,0.46511627906976744,0.5,0.31746031746031744,1.0,0.0,20,0,23,0
majority_baseline,heldout-subjects,S024,444,29,0.4827586206896552,0.5,0.32558139534883723,1.0,0.0,14,0,15,0
majority_baseline,heldout-subjects,S025,444,45,0.4888888888888889,0.5,0.3283582089552239,1.0,0.0,22,0,23,0
majority_baseline,heldout-subjects,S026,444,45,0.5333333333333333,0.5,0.34782608695652173,1.0,0.0,24,0,21,0
majority_baseline,heldout-subjects,S027,444,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
majority_baseline,heldout-subjects,S028,444,45,0.4888888888888889,0.5,0.3283582089552239,1.0,0.0,22,0,23,0
majority_baseline,heldout-subjects,S029,444,45,0.5111111111111111,0.5,0.3382352941176471,1.0,0.0,23,0,22,0
majority_baseline,heldout-subjects,S030,444,45,0.5333333333333333,0.5,0.34782608695652173,1.0,0.0,24,0,21,0
